Reporting Period,Project Number,Legacy Project Number,City
5/30/21,63627,5066-99272,Groton
5/30/21,33828,4704-61577,Chester
5/30/21,247240,,Ulster Park
5/30/21,2014-648306-Sola,,Bellmore
5/30/21,19349,5105-50766,New Windsor
5/30/21,59917,4704-82110,Petersburg
5/30/21,69127,,Staten Island
5/30/21,53645,5023-62098,Rock Hill
5/30/21,33479,4704-60758,Schenectady
5/30/21,203351,,Central Square
5/30/21,46443,5428-98631,Brooklyn
5/30/21,33911,4704-61819,Queensbury
5/30/21,230013,,Nassau
5/30/21,2014-645754-Sola,,Huntington Station
5/30/21,249730,,Ballston Lake
5/30/21,33889,5023-61784,Hopewell Junction
5/30/21,52230,4758-58606-GJ,Highland
5/30/21,211855,,Queens
5/30/21,109652,,Queens
5/30/21,216997,,Homer
5/30/21,14016,4704-37449,Highland
5/30/21,301946,,Middletown
5/30/21,37330,4704-70912,Monroe
5/30/21,54641,5023-65061,South Ozone Park
5/30/21,49738,4657-28081,Grahamsville
5/30/21,92138,,Lowville
5/30/21,13881,5023-37141,Staten Island
5/30/21,6773,4704-54376,Slingerlands
5/30/21,18200,5156-48458,Port Jefferson Station
5/30/21,279281,,Hollis
5/30/21,2014-654739-Sola,,Merrick
5/30/21,169703,,Staten Island
5/30/21,83755,,Staten Island
5/30/21,59233,5153-79996,Westtown
5/30/21,28278,4704-47161,Plainview
5/30/21,34453,5023-63289,Oneonta
5/30/21,36835,4704-69589,Poughkeepsie
5/30/21,21428,5292-56046,Staten Island
5/30/21,2013-609615-Sola,,Medford
5/30/21,62887,4548-92999,Greenville
5/30/21,37158,4944-70958,Brooklyn
5/30/21,60879,5066-85808,Ithaca
5/30/21,40430,4550-80768,Lawtons
5/30/21,56213,4704-69916,Saratoga Springs
5/30/21,8986,4704-79777,Latham
5/30/21,14754,5056-40146,New Rochelle
5/30/21,34783,5292-63983,Brooklyn
5/30/21,42391,4704-85584,Fort Edward
5/30/21,2014-659123-Sola,,Centereach
5/30/21,56069,5023-69459,Oswego
5/30/21,60975,4704-85680,Middletown
5/30/21,67461,4355-94867,Southampton
5/30/21,48469,4704-102496,Schaghticoke
5/30/21,56508,4704-70719,Florida
5/30/21,79823,,Williamson
5/30/21,24942,4718-37576,Howard Beach
5/30/21,30151,4704-51916,Rosendale
5/30/21,35625,4704-66173,Saugerties
5/30/21,70507,,Goshen
5/30/21,32936,5023-59018,Stony Point
5/30/21,99869,,"Hoosick Falls,"
5/30/21,101574,,Brooklyn
5/30/21,91408,,Queens
5/30/21,33193,4704-59902,Yonkers
5/30/21,23641,4669-32878,Suffern
5/30/21,59382,4704-80384,Schenectady
5/30/21,60872,4704-85558,Schenectady
5/30/21,89387,,Brooklyn
5/30/21,246816,,Coram
5/30/21,105578,,Monsey
5/30/21,32630,4704-58694,Pine Bush
5/30/21,57608,4947-76654-GJ,Waterloo
5/30/21,46960,4704-80816,Castleton
5/30/21,301780,,Roscoe
5/30/21,67374,4864-80847,West Haverstraw
5/30/21,181838,,Sodus
5/30/21,38221,4944-73444,Staten Island
5/30/21,263144,,Bath
5/30/21,12702,4669-32705,Saugerties
5/30/21,59479,5336-82069,Glenmont
5/30/21,60435,4704-83267,Newburgh
5/30/21,37240,5100-76246,Schenectady
5/30/21,151042,,Victor
5/30/21,56588,5153-70959,White Plains
5/30/21,100937,,New City
5/30/21,119274,,Dexter
5/30/21,33802,4533-61614,Gansevoort
5/30/21,2013-538561-Sola,,Brentwood
5/30/21,82031,,OTEGO
5/30/21,242431,,Burnt Hills
5/30/21,24001,4704-34298,Wynantskill
5/30/21,98106,,Orangeburg
5/30/21,46732,4704-99075,White Plains
5/30/21,78808,,Frankfort
5/30/21,61579,5409-89057,Rochester
5/30/21,146322,,Bellerose
5/30/21,53299,4864-61349,Middletown
5/30/21,52979,4704-59871,Saugerties
5/30/21,25440,4704-39135,Fort Plain
5/30/21,61178,4502-93948,Campbell Hall
5/30/21,25709,5071-40689,Staten Island
5/30/21,6589,5149-47031,Levittown
5/30/21,64131,5411-97207,Staten Island
5/30/21,41471,4944-83284,Bellerose
5/30/21,80682,,West Monroe
5/30/21,215165,,White Plains
5/30/21,78880,,Staten Island
5/30/21,98978,,Tonawanda
5/30/21,8371,4116-72760,Rochester
5/30/21,260071,,Scio
5/30/21,17283,5154-46137-GJ,Lynbrook
5/30/21,38712,4704-69176,Middletown
5/30/21,93409,,Elizabethtown
5/30/21,2014-646583-Sola,,Selden
5/30/21,12263,4643-30657,Troy
5/30/21,32045,5023-57814,Airmont
5/30/21,57141,4464-72730,Cropseyville
5/30/21,115142,,Cohoes
5/30/21,2014-663792-Sola,,Plainview
5/30/21,210002,,Goshen
5/30/21,61771,4864-88652,Monroe
5/30/21,33393,5023-60425,Port Chester
5/30/21,23720,4980-33130,Cincinnatus
5/30/21,175893,,New City
5/30/21,44742,5137-93104,Sharon Springs
5/30/21,56812,4704-71267,New Paltz
5/30/21,72533,,Staten Island
5/30/21,107932,,Rush
5/30/21,74801,,Fulton
5/30/21,64271,4018-97684,Freeville
5/30/21,113815,,Jamaica
5/30/21,44212,4704-91241,Yorktown Heights
5/30/21,209982,,Wappingers Falls
5/30/21,44274,4704-91533,Kingston
5/30/21,33269,4944-60187,Port Chester
5/30/21,19011,4433-50244,Cutchogue
5/30/21,78259,,Monroe
5/30/21,104680,,Staten Island
5/30/21,2014-663350-Sola,,Centereach
5/30/21,275767,,Windsor
5/30/21,28054,4704-46519,Seaford
5/30/21,95613,,Stillwater
5/30/21,113492,,Chittenango
5/30/21,74825,,Wappingers Falls
5/30/21,127563,,JOHNSTOWN
5/30/21,24016,4704-34320,Troy
5/30/21,10370,4156-97435,Springfield Gardens
5/30/21,48496,5411-102740,Queens
5/30/21,18089,4704-48153,Latham
5/30/21,13087,4704-34185,Albany
5/30/21,152383,,Elmira
5/30/21,33310,4704-60198,Schenectady
5/30/21,2013-624582-Sola,,Huntington Station
5/30/21,2013-619894-Sola,,Wantagh
5/30/21,2014-665932-Sola,,Patchogue
5/30/21,215239,,Hammond
5/30/21,2014-666204-Sola,,Ronkonkoma
5/30/21,57460,4006-73623,Vestal
5/30/21,43482,5293-88636,Medina
5/30/21,118976,,S New Berlin
5/30/21,80187,,Grand Island
5/30/21,134382,,Highland
5/30/21,308323,,Clayton
5/30/21,59526,4354-90555,Garrison
5/30/21,2014-665390-Sola,,Levittown
5/30/21,48731,5171-696,Staten Island
5/30/21,47831,4704-101256,Port Jervis
5/30/21,74821,,Pleasantville
5/30/21,2014-642017-Sola,,Babylon
5/30/21,50076,4758-88730,Stone Ridge
5/30/21,96728,,High Falls
5/30/21,36466,5165-68585,Bayside
5/30/21,2013-538449-Sola,,New Hyde Park
5/30/21,17082,4704-45655,Farmingdale
5/30/21,110986,,Middletown
5/30/21,2014-645254-Sola,,Wyandanch
5/30/21,2014-646689-Sola,,Westhampton Beach
5/30/21,2014-664112-Sola,,East Patchogue
5/30/21,179200,,Oswego
5/30/21,2014-663833-Sola,,Lido Beach
5/30/21,54720,4736-67608-GJ,Grand Island
5/30/21,56165,4362-70197,Troy
5/30/21,284011,,Wallkill
5/30/21,90145,,Delmar
5/30/21,2014-655960-Sola,,Lindenhurst
5/30/21,96953,,Maryland
5/30/21,39561,4704-77919,Oak Hill
5/30/21,163447,,Moravia
5/30/21,2011-160967-SLPR,,Cutchogue
5/30/21,212012,,Far Rockaway
5/30/21,76343,,Brooklyn
5/30/21,14618,5023-41148,Staten Island
5/30/21,30020,4704-51633,Monroe
5/30/21,114374,,Staten Island
5/30/21,12825,4643-33192,East Durham
5/30/21,258153,,Delmar
5/30/21,83269,,Northville
5/30/21,38040,5336-73035,Watervliet
5/30/21,100138,,Queens
5/30/21,96534,,Spring Valley
5/30/21,129394,,Delmar
5/30/21,60892,4548-85810,Clifton Park
5/30/21,12303,4643-30821,Pine Bush
5/30/21,42282,5098-92474,Tappan
5/30/21,106293,,Bronx
5/30/21,29251,4376-50167-GJ,Island Park
5/30/21,2014-663870-Sola,,Lindenhurst
5/30/21,57991,5098-76704,Waterford
5/30/21,231981,,Nanuet
5/30/21,247788,,Uniondale
5/30/21,53214,4874-61673,Wantagh
5/30/21,2014-645760-Sola,,Hauppauge
5/30/21,44747,4704-93006,Newburgh
5/30/21,68566,,Wappingers Falls
5/30/21,55545,4944-69882,Staten Island
5/30/21,260399,,Washingtonville
5/30/21,38181,4101-76117,Brooklyn
5/30/21,37897,4473-76486-GJ,Accord
5/30/21,303345,,Newfield
5/30/21,57557,4864-75139,Campbell Hall
5/30/21,61588,4704-87643,Wallkill
5/30/21,272390,,Westport
5/30/21,95583,,BROOKLYN
5/30/21,38106,4830-73337,Sauquoit
5/30/21,62330,4704-90759,Monroe
5/30/21,2013-555509-Sola,,East Meadow
5/30/21,73704,,Queens
5/30/21,156673,,Saugerties
5/30/21,73470,,Brooklyn
5/30/21,57271,4704-72337,Valatie
5/30/21,159156,,Addison
5/30/21,64875,5171-101060,Staten Island
5/30/21,27154,4718-44370,Staten Island
5/30/21,117209,,Monroe
5/30/21,297843,,Huntington
5/30/21,99881,,Schenectady
5/30/21,31955,5023-56897,White Plains
5/30/21,2014-648180-Sola,,Port Jefferson Station
5/30/21,47561,5400-100541,Staten Island
5/30/21,263852,,Lockport
5/30/21,121967,,Troy
5/30/21,282115,,Holtsville
5/30/21,26852,4006-43532,Kirkwood
5/30/21,68643,,Pearl River
5/30/21,2014-653553-Sola,,Hauppauge
5/30/21,48236,4116-102809,Williamsville
5/30/21,2011-159328-SLPR,,Aquebogue
5/30/21,15842,4704-43045,Cohoes
5/30/21,44487,5293-92275,Chappaqua
5/30/21,28909,4355-48678-GJ,Shirley
5/30/21,211549,,New City
5/30/21,2014-645834-Sola,,Lindenhurst
5/30/21,2014-658756-Sola,,West Babylon
5/30/21,60668,4944-88337,Saint Albans
5/30/21,67508,4147-100945,Margaretville
5/30/21,2013-615552-Sola,,Kings Park
5/30/21,42519,5347-85888,Yonkers
5/30/21,2013-548678-Sola,,East Patchogue
5/30/21,97116,,Amsterdam
5/30/21,45104,4882-78224,Staten Island
5/30/21,303801,,Ulster Park
5/30/21,239333,,Wappingers Falls
5/30/21,64928,5425-99845,Valhalla
5/30/21,40978,4704-80953,Mount Kisco
5/30/21,48491,4704-102734,Cortlandt Manor
5/30/21,80679,,CONGERS
5/30/21,77162,,Schaghticoke
5/30/21,42117,4704-83902,Ossining
5/30/21,43999,4704-90694,Schenectady
5/30/21,16572,4493-44581-GJ,Ithaca
5/30/21,40083,5273-79096,STATEN ISLAND
5/30/21,2013-539888-Sola,,Mattituck
5/30/21,35642,4937-66673-GJ,W Coxsackie
5/30/21,15563,4704-42567,Highland
5/30/21,162725,,Camillus
5/30/21,35591,5297-66068,Staten Island
5/30/21,16145,5048-43747,Syracuse
5/30/21,50199,5114-55017,Staten Island
5/30/21,60060,4025-87120,Avon
5/30/21,68920,,Esperance
5/30/21,36183,4864-68207,Florida
5/30/21,9135,4882-80937,Brooklyn
5/30/21,184008,,Voorheesville
5/30/21,25750,4980-40521,Martville
5/30/21,15354,4704-41822,Monroe
5/30/21,2014-641694-Sola,,Shirley
5/30/21,227598,,Brooklyn
5/30/21,162298,,Staten Island
5/30/21,38789,4555-76671-GJ,Webster
5/30/21,28633,5105-48614,New Windsor
5/30/21,17389,5104-46545,Yonkers
5/30/21,94756,,Brooklyn
5/30/21,30296,4147-52986,Woodstock
5/30/21,56623,4840-71806,Eastport
5/30/21,2014-646438-Sola,,Stony Brook
5/30/21,53627,4564-62252,Newburgh
5/30/21,47122,4704-99841,Staten Island
5/30/21,31404,5165-56109,Staten Island
5/30/21,28107,5137-46790,Jamaica
5/30/21,58710,4704-78410,Yorktown Heights
5/30/21,40120,4704-79054,Highland
5/30/21,62056,4704-89320,Germantown
5/30/21,52718,4633-60065-GJ,Verbank
5/30/21,88800,,Germantown
5/30/21,59647,5377-87115,Rensselaer
5/30/21,2013-538593-Sola,,Syosset
5/30/21,308705,,Newfield
5/30/21,94376,,East Greenbush
5/30/21,2014-648887-Sola,,Lindenhurst
5/30/21,56283,4704-70166,Warwick
5/30/21,97497,,Jamesville
5/30/21,43881,4944-90226,Howard Beach
5/30/21,17538,4154-47150,Northport
5/30/21,6609,5159-47988,Holbrook
5/30/21,154700,,Nassau
5/30/21,2014-663163-Sola,,Belle Harbor
5/30/21,47577,4704-100609,Gansevoort
5/30/21,41275,5245-98379,Rosedale
5/30/21,17768,5098-49912,North Bellmore
5/30/21,249538,,Warwick
5/30/21,171964,,Fort Edward
5/30/21,169119,,Staten Island
5/30/21,260242,,Plainview
5/30/21,265691,,Orangeburg
5/30/21,79868,,Putnam Valley
5/30/21,79434,,Rhinebeck
5/30/21,2013-539972-Sola,,Centereach
5/30/21,295902,,N Merrick
5/30/21,63591,4704-94774,Marlboro
5/30/21,83044,,Staten Island
5/30/21,43800,4704-89802,Schaghticoke
5/30/21,76800,,Ballston Lake
5/30/21,56953,5171-72361,Staten Island
5/30/21,54238,4704-63775,Fultonville
5/30/21,8560,4704-73243,Hoosick Falls
5/30/21,71910,,Middle Grove
5/30/21,70091,,Wappingers Falls
5/30/21,56568,5023-70683,Rochester
5/30/21,2014-662843-Sola,,Mattituck
5/30/21,72904,,Endicott
5/30/21,20916,5023-55141,Nanuet
5/30/21,6583,5159-46600,West Babylon
5/30/21,2014-640396-Sola,,West Babylon
5/30/21,2013-615511-Sola,,Kings Park
5/30/21,97202,,Buffalo
5/30/21,30451,4116-52427-GJ,Buffalo
5/30/21,16996,4736-52961-GJ,Scotia
5/30/21,120587,,Sugar Loaf
5/30/21,29672,4662-51894,Scotia
5/30/21,45556,4376-99369,Bayside
5/30/21,76340,,Brooklyn
5/30/21,89118,,STATEN ISLAND
5/30/21,43190,4704-87639,Wappingers Falls
5/30/21,64748,5066-101249,Burdett
5/30/21,220605,,Edinburg
5/30/21,2014-649205-Sola,,Point Lookout
5/30/21,69745,,Staten Island
5/30/21,2014-640184-Sola,,Kings Park
5/30/21,2014-649416-Sola,,East Meadow
5/30/21,2013-542886-Sola,,Commack
5/30/21,2013-625321-Sola,,Great River
5/30/21,247086,,Newburgh
5/30/21,67349,4708-80415,High Falls
5/30/21,42554,4704-75039,Pine Bush
5/30/21,21709,4944-56400,Congers
5/30/21,2014-664410-Sola,,West Islip
5/30/21,263980,,Whitney Point
5/30/21,47716,4736-102680,Brooklyn
5/30/21,2014-655339-Sola,,Port Jefferson Station
5/30/21,27612,5171-46623,Staten Island
5/30/21,235725,,West Islip
5/30/21,2014-664630-Sola,,Manorville
5/30/21,76667,,Saugerties
5/30/21,52918,4944-61870,Middletown
5/30/21,42958,4247-87196,Manlius
5/30/21,96656,,Peekskill
5/30/21,28134,4704-46841,Cohoes
5/30/21,36230,5023-67918,Cortland
5/30/21,180613,,KINGSTON
5/30/21,80889,,Queens
5/30/21,35536,5023-65851,Angola
5/30/21,188800,,Marlboro
5/30/21,228354,,Washingtonville
5/30/21,2014-643557-Sola,,Westbury
5/30/21,2014-641683-Sola,,Merrick
5/30/21,227267,,Queens
5/30/21,35015,5293-65531-GJ,Apalachin
5/30/21,8076,4704-69015,West Nyack
5/30/21,64157,5326-97409,Buffalo
5/30/21,2014-652236-Sola,,Seaford
5/30/21,2014-658876-Sola,,Bayport
5/30/21,290762,,Corfu
5/30/21,57070,5245-72688,STATEN ISLAND
5/30/21,300688,,Chappaqua
5/30/21,31563,5023-56211,Hudson Falls
5/30/21,45717,4944-95868,Little Neck
5/30/21,75745,,Medina
5/30/21,2013-636547-Sola,,Coram
5/30/21,81170,,Hoosick Falls
5/30/21,81502,,Penn Yan
5/30/21,2014-648058-Sola,,Wading River
5/30/21,11016,4030-21302,Hopewell Junction
5/30/21,55328,5171-68337,Staten Island
5/30/21,34721,4704-63774,New Paltz
5/30/21,52107,4704-57595,Washingtonville
5/30/21,159430,,GARNERVILLE
5/30/21,309088,,MIDDLETOWN
5/30/21,28996,5128-49382,Delanson
5/30/21,38166,4758-75510-GJ,Rhinebeck
5/30/21,36383,4758-68524-GJ,Kingston
5/30/21,103130,,Queensbury
5/30/21,2013-539276-Sola,,Dix Hills
5/30/21,62147,4944-90618,Yonkers
5/30/21,2014-639856-Sola,,South Hempstead
5/30/21,217265,,BRIARCLIFF MANOR
5/30/21,22597,4635-27311,Canandaigua
5/30/21,94964,,Highland
5/30/21,311579,,Levittown
5/30/21,70503,,Schenectady
5/30/21,253480,,Warwick
5/30/21,31443,4704-55729,Mamaroneck
5/30/21,123012,,Webster
5/30/21,61682,5293-89022,Middletown
5/30/21,279701,,Lockport
5/30/21,38129,4704-72381,Rensselaer
5/30/21,37969,4758-73148,Chester
5/30/21,307708,,Bloomfield
5/30/21,114045,,Verona
5/30/21,52815,4704-59405,Loudonville
5/30/21,42159,4704-83915,Staten Island
5/30/21,59633,5229-81854,Manlius
5/30/21,64410,4116-99864,Ashville
5/30/21,2014-661185-Sola,,Amityville
5/30/21,70815,,Milton
5/30/21,67747,,Latham
5/30/21,2014-665913-Sola,,Huntington
5/30/21,20226,5159-52297,Mount Sinai
5/30/21,2014-660580-Sola,,Southold
5/30/21,244301,,Fonda
5/30/21,40400,4704-79794,Scotia
5/30/21,2014-640098-Sola,,Hauppauge
5/30/21,100264,,Ithaca
5/30/21,53512,4874-61989,Lynbrook
5/30/21,45129,5297-93898,Bronx
5/30/21,2014-636889-Sola,,Roslyn
5/30/21,128837,,Hilton
5/30/21,42123,4704-84116,Middletown
5/30/21,71344,,Hagaman
5/30/21,59152,5098-87740,Katonah
5/30/21,187745,,ontario
5/30/21,163387,,Buffalo
5/30/21,37047,5100-71607,Johnstown
5/30/21,208758,,Staten Island
5/30/21,96629,,Red Hook
5/30/21,26550,5023-42990,Hollis
5/30/21,315122,,Bayport
5/30/21,50632,4697-97692,Cato
5/30/21,109666,,Amsterdam
5/30/21,2014-660732-Sola,,Hauppauge
5/30/21,101736,,Holland
5/30/21,57139,4116-72860,Getzville
5/30/21,33204,4704-59924,Cobleskill
5/30/21,50498,5084-78061,Malta
5/30/21,51514,5336-101833,Amsterdam
5/30/21,32438,4704-58393,Highland
5/30/21,32783,4704-59287,Schenectady
5/30/21,274874,,Seaford
5/30/21,10299,5247-96146,Hemlock
5/30/21,42512,4704-85879,Buchanan
5/30/21,89270,,Saugerties
5/30/21,254243,,Massapequa
5/30/21,31792,5023-56359,Suffern
5/30/21,229740,,Greenlawn
5/30/21,70684,,Yonkers
5/30/21,138470,,Lakeview
5/30/21,64247,4944-98614,Staten Island
5/30/21,77306,,staten island
5/30/21,39304,4533-77162,Keene
5/30/21,259669,,Armonk
5/30/21,50038,5293-88441,Lincolndale
5/30/21,24758,4704-37004,Rensselaer
5/30/21,19815,4704-56088,Schenectady
5/30/21,2014-646464-Sola,,Hauppauge
5/30/21,45368,4704-94477,Nassau
5/30/21,31673,5292-56463,Staten Island
5/30/21,40306,4704-79665,Troy
5/30/21,52854,5023-59587,Yonkers
5/30/21,22972,4643-29335,Germantown
5/30/21,54150,4704-63595,Schodack Landing
5/30/21,69944,,New City
5/30/21,99612,,Wingdale
5/30/21,10603,4704-100939,New Hartford
5/30/21,2012-499844-Sola,,Lido Beach
5/30/21,33507,4968-62441,Staten Island
5/30/21,151978,,Staten Island
5/30/21,2014-661102-Sola,,Holbrook
5/30/21,102604,,Brooklyn
5/30/21,2013-538460-Sola,,East Meadow
5/30/21,265315,,Medford
5/30/21,52896,4183-60542,Ossining
5/30/21,2014-655364-Sola,,East Rockaway
5/30/21,21357,4704-55657,Scotia
5/30/21,70496,,Staten Island
5/30/21,81734,,Peru
5/30/21,16402,4354-45111,Bronxville
5/30/21,89175,,Keene
5/30/21,117244,,Newfane
5/30/21,39540,5153-77964,Ossining
5/30/21,31600,4376-55358-GJ,Oceanside
5/30/21,102853,,Oswego
5/30/21,33058,5292-60414,Staten Island
5/30/21,44016,4944-90649,Tarrytown
5/30/21,166929,,Edinburgh
5/30/21,27399,5137-44942,Dunkirk
5/30/21,2014-664468-Sola,,Middle Island
5/30/21,217473,,Queens
5/30/21,42935,5098-87281,Liberty
5/30/21,54152,4704-63599,Slingerlands
5/30/21,29092,4704-49394,Ossining
5/30/21,61653,4704-87997,Ossining
5/30/21,103409,,Rush
5/30/21,31324,4629-55059-GJ,Fort Salonga
5/30/21,220314,,Fort Montgomery
5/30/21,40508,4704-79999,Greenville
5/30/21,9851,4882-88350,Astoria
5/30/21,155950,,Valley Cottage
5/30/21,43846,4704-89822,Bloomingburg
5/30/21,59702,4704-81964,Middletown
5/30/21,54678,4704-65190,Schenectady
5/30/21,58339,5098-78435,Suffern
5/30/21,235311,,Boiceville
5/30/21,48069,4758-102231,Rhinebeck
5/30/21,54764,4704-65321,Westtown
5/30/21,256847,,Ulster Park
5/30/21,84139,,Clifton Springs
5/30/21,78026,,Monroe
5/30/21,303878,,Brooklyn
5/30/21,305488,,Newburgh
5/30/21,30611,4953-53496,Staten Island
5/30/21,217943,,Horseheads
5/30/21,30104,5023-52661,Staten Island
5/30/21,64478,4704-98756,Schoharie
5/30/21,2014-665445-Sola,,North Babylon
5/30/21,242117,,Port Jervis
5/30/21,17005,4211-46732,Oneonta
5/30/21,40398,4704-79832,Monroe
5/30/21,77910,,Staten Island
5/30/21,15280,4718-41687,BROOKLYN
5/30/21,206531,,Cottekill
5/30/21,289498,,Whitesboro
5/30/21,71787,,Corinth
5/30/21,19212,4704-50564,Rhinebeck
5/30/21,2014-664683-Sola,,Long Beach
5/30/21,256035,,Hamburg
5/30/21,154596,,Staten Island
5/30/21,31001,5292-54890,Staten Island
5/30/21,25788,4117-40582,Staten Island
5/30/21,53074,4944-60345,Rosedale
5/30/21,38994,4116-76757,Akron
5/30/21,17519,5023-46895,Staten Island
5/30/21,255372,,Schenectady
5/30/21,2014-665406-Sola,,Smithtown
5/30/21,210223,,Mamaroneck
5/30/21,13962,4704-37279,Kingston
5/30/21,178991,,Webster
5/30/21,16535,4704-44547,Monroe
5/30/21,97938,,Ellisburg
5/30/21,255776,,Suffern
5/30/21,96286,,West Chazy
5/30/21,277921,,Saratoga Springs
5/30/21,118293,,Queens
5/30/21,11041,4054-21684,Corning
5/30/21,38950,5098-77142,Jamesville
5/30/21,2014-648520-Sola,,Smithtown
5/30/21,50323,4025-65990,Naples
5/30/21,1959,4674-29968,Beacon
5/30/21,78277,,Climax
5/30/21,48662,4309-239,Brooklyn
5/30/21,43324,5098-88142,Staten Island
5/30/21,308001,,Monroe
5/30/21,204125,,Schenectady
5/30/21,36938,4704-69919,Schenectady
5/30/21,63512,5330-94708,Brooklyn
5/30/21,67336,4502-81769,Hastings on Hudson
5/30/21,88719,,Whitestone
5/30/21,174332,,Schenectady
5/30/21,257398,,Oceanside
5/30/21,58252,4611-77352,Phoenix
5/30/21,33780,4183-66600,Katonah
5/30/21,66051,4944-554,Staten Island
5/30/21,110839,,Scott
5/30/21,60784,4704-83939,Tuckahoe
5/30/21,73643,,Middletown
5/30/21,2014-660796-Sola,,West Babylon
5/30/21,291943,,HOPEWELL JCT
5/30/21,37383,4704-71125,Berlin
5/30/21,73464,,New Paltz
5/30/21,20462,5292-53494,Jamaica
5/30/21,313008,,Port Ewen
5/30/21,17708,5159-52187,East Patchogue
5/30/21,52274,4211-58730,Oneonta
5/30/21,33653,4433-61122-GJ,Islip
5/30/21,64455,5373-98550,Pleasant Valley
5/30/21,75061,,New City
5/30/21,57979,5098-77333,Fort Edward
5/30/21,298831,,Red Hook
5/30/21,81455,,Kingston
5/30/21,224361,,CrotononHudson
5/30/21,39885,4704-78477,Schenectady
5/30/21,72587,,Saugerties
5/30/21,174011,,Brooklyn
5/30/21,99059,,Staten Island
5/30/21,90631,,Candor
5/30/21,7304,4704-60530,Gardiner
5/30/21,290323,,Mount Vision
5/30/21,286283,,Centerport
5/30/21,29153,5105-49567,Monroe
5/30/21,297163,,Brooklyn
5/30/21,88714,,Middletown
5/30/21,22584,4669-27014,New Paltz
5/30/21,123002,,Briarclf Mnr
5/30/21,39004,5098-86973,Jamaica
5/30/21,102115,,CORTLANDT
5/30/21,95537,,Highland
5/30/21,49951,4882-88347,Astoria
5/30/21,56807,4704-71275,Highland Mills
5/30/21,66113,4758-925,Scotia
5/30/21,253967,,Peru
5/30/21,223306,,Churchville
5/30/21,212137,,Adams Center
5/30/21,98189,,Monroe
5/30/21,2014-654686-Sola,,Lindenhurst
5/30/21,2013-624541-Sola,,Coram
5/30/21,238720,,Derby
5/30/21,79037,,Spring Valley
5/30/21,76920,,Albany
5/30/21,73149,,CrotononHudson
5/30/21,36371,4635-68675,Albion
5/30/21,64945,4704-99950,Stillwater
5/30/21,24127,4704-34805,Kingston
5/30/21,847,4708-25723,Hudson
5/30/21,145748,,Cold Brook
5/30/21,25310,4704-38615,Elizaville
5/30/21,83864,,Staten Island
5/30/21,56957,4211-73625,Schoharie
